Label,Pixel in mm
Patient00985_Plane3_2_of_2.png,0.096711799
Patient00986_Plane3_3_of_4.png,0.092764378
Patient00987_Plane3_3_of_3.png,0.189393939
Patient00990_Plane3_3_of_3.png,0.189393939
Patient00993_Plane3_1_of_3.png,0.20661157
Patient00994_Plane3_2_of_4.png,0.092764378
Patient00995_Plane3_3_of_3.png,0.103305785
Patient00996_Plane3_1_of_2.png,0.156739812
Patient01002_Plane3_1_of_3.png,0.110864745
Patient01004_Plane3_2_of_3.png,0.108225108
Patient01005_Plane3_1_of_2.png,0.101010101
Patient01007_Plane3_5_of_7.png,0.189393939
Patient01008_Plane3_2_of_2.png,0.118171183
Patient01010_Plane3_1_of_3.png,0.086986778
Patient01012_Plane3_1_of_2.png,0.156575383
Patient01012_Plane3_2_of_2.png,0.150761345
Patient01014_Plane3_3_of_3.png,0.151515152
Patient01015_Plane3_5_of_7.png,0.168350168
Patient01017_Plane3_3_of_5.png,0.168350168
Patient01017_Plane3_4_of_5.png,0.168350168
Patient01018_Plane3_3_of_3.png,0.162337662
Patient01019_Plane3_1_of_4.png,0.137741047
Patient01020_Plane3_2_of_10.png,0.113636364
Patient01020_Plane3_4_of_10.png,0.119617225
Patient01020_Plane3_6_of_10.png,0.105708245
Patient01020_Plane3_7_of_10.png,0.105708245
Patient01022_Plane3_3_of_5.png,0.110864745
Patient01023_Plane3_2_of_4.png,0.084175084
Patient01025_Plane3_3_of_3.png,0.092764378
Patient01026_Plane3_1_of_6.png,0.113636364
Patient01028_Plane3_3_of_3.png,0.309243282
Patient01032_Plane3_2_of_3.png,0.130480167
Patient01032_Plane3_3_of_3.png,0.089472648
Patient01036_Plane3_2_of_2.png,0.142045455
Patient01037_Plane3_1_of_3.png,0.168350168
Patient01040_Plane3_1_of_2.png,0.096711799
Patient01040_Plane3_2_of_2.png,0.096711799
Patient01042_Plane3_2_of_3.png,0.146627566
Patient01043_Plane3_1_of_4.png,0.101010101
Patient01044_Plane3_3_of_5.png,0.113636364
Patient01045_Plane3_4_of_5.png,0.09469697
Patient01046_Plane3_1_of_3.png,0.113636364
Patient01047_Plane3_2_of_3.png,0.111839309
Patient01051_Plane3_2_of_4.png,0.174825175
Patient01052_Plane3_1_of_9.png,0.181818182
Patient01053_Plane3_2_of_2.png,0.156739812
Patient01056_Plane3_2_of_2.png,0.189789334
Patient01059_Plane3_2_of_5.png,0.108225108
Patient01060_Plane3_2_of_4.png,0.116550117
Patient01061_Plane3_3_of_3.png,0.208768267
Patient01062_Plane3_2_of_2.png,0.202032446
Patient01063_Plane3_2_of_4.png,0.122850123
Patient01064_Plane3_2_of_2.png,0.092103082
Patient01066_Plane3_2_of_2.png,0.104384134
Patient01067_Plane3_2_of_2.png,0.156739812
Patient01068_Plane3_2_of_5.png,0.103305785
Patient01068_Plane3_3_of_5.png,0.103305785
Patient01069_Plane3_2_of_3.png,0.137741047
Patient01070_Plane3_5_of_6.png,0.105708245
Patient01071_Plane3_3_of_4.png,0.103305785
Patient01075_Plane3_3_of_4.png,0.096711799
Patient01076_Plane3_2_of_2.png,0.168350168
Patient01077_Plane3_2_of_2.png,0.227272727
Patient01079_Plane3_3_of_3.png,0.171320884
Patient01083_Plane3_2_of_2.png,0.168350168
Patient01085_Plane3_3_of_3.png,0.156739812
Patient01087_Plane3_2_of_2.png,0.168350168
Patient01089_Plane3_1_of_2.png,0.103305785
Patient01096_Plane3_4_of_6.png,0.156739812
Patient01096_Plane3_6_of_6.png,0.181818182
Patient01098_Plane3_4_of_7.png,0.146627566
Patient01098_Plane3_5_of_7.png,0.146627566
Patient01100_Plane3_2_of_2.png,0.162337662
Patient01101_Plane3_3_of_3.png,0.098814229
Patient01102_Plane3_2_of_2.png,0.087412587
Patient01105_Plane3_2_of_5.png,0.101010101
Patient01107_Plane3_2_of_3.png,0.092764378
Patient01110_Plane3_2_of_4.png,0.103305785
Patient01111_Plane3_2_of_3.png,0.197355437
Patient01114_Plane3_2_of_2.png,0.189789334
Patient01115_Plane3_3_of_4.png,0.107983198
Patient01115_Plane3_4_of_4.png,0.107983198
Patient01117_Plane3_1_of_6.png,0.092764378
Patient01117_Plane3_4_of_6.png,0.090909091
Patient01117_Plane3_5_of_6.png,0.090909091
Patient01118_Plane3_3_of_6.png,0.096711799
Patient01118_Plane3_6_of_6.png,0.090909091
Patient01120_Plane3_2_of_3.png,0.101010101
Patient01123_Plane3_2_of_4.png,0.181818182
Patient01124_Plane3_2_of_4.png,0.168350168
Patient01126_Plane3_1_of_5.png,0.126262626
Patient01126_Plane3_5_of_5.png,0.116550117
Patient01127_Plane3_2_of_3.png,0.101010101
Patient01128_Plane3_3_of_3.png,0.329630484
Patient01129_Plane3_2_of_4.png,0.109589041
Patient01131_Plane3_1_of_1.png,0.111839309
Patient01132_Plane3_3_of_3.png,0.116550117
Patient01133_Plane3_3_of_3.png,0.21141649
Patient01134_Plane3_2_of_3.png,0.197628458
Patient01136_Plane3_2_of_2.png,0.151515152
Patient01137_Plane3_2_of_8.png,0.119617225
Patient01139_Plane3_1_of_6.png,0.103305785
Patient01140_Plane3_3_of_3.png,0.215053763
Patient01143_Plane3_2_of_2.png,0.174825175
Patient01145_Plane3_1_of_1.png,0.113636364
Patient01148_Plane3_1_of_3.png,0.181818182
Patient01150_Plane3_3_of_3.png,0.142342676
Patient01151_Plane3_2_of_13.png,0.151515152
Patient01151_Plane3_3_of_13.png,0.151515152
Patient01151_Plane3_8_of_13.png,0.151515152
Patient01151_Plane3_9_of_13.png,0.151515152
Patient01152_Plane3_3_of_3.png,0.122850123
Patient01154_Plane3_1_of_3.png,0.098814229
Patient01155_Plane3_2_of_6.png,0.122850123
Patient01160_Plane3_2_of_4.png,0.09469697
Patient01161_Plane3_1_of_4.png,0.09469697
Patient01162_Plane3_3_of_3.png,0.110864745
Patient01164_Plane3_3_of_3.png,0.22172949
Patient01166_Plane3_4_of_4.png,0.101016223
Patient01169_Plane3_1_of_3.png,0.096711799
Patient01170_Plane3_3_of_3.png,0.119617225
Patient01171_Plane3_1_of_3.png,0.101016223
Patient01171_Plane3_3_of_3.png,0.101016223
Patient01174_Plane3_2_of_2.png,0.20661157
Patient01175_Plane3_3_of_4.png,0.20661157
Patient01176_Plane3_2_of_4.png,0.12987013
Patient01177_Plane3_2_of_5.png,0.113636364
Patient01178_Plane3_1_of_4.png,0.113636364
Patient01179_Plane3_1_of_3.png,0.108225108
Patient01181_Plane3_4_of_4.png,0.103305785
Patient01182_Plane3_1_of_5.png,0.103305785
Patient01182_Plane3_4_of_5.png,0.116550117
Patient01183_Plane3_4_of_4.png,0.126262626
Patient01185_Plane3_3_of_3.png,0.088888889
Patient01189_Plane3_2_of_3.png,0.103305785
Patient01190_Plane3_2_of_3.png,0.113636364
Patient01191_Plane3_1_of_4.png,0.113636364
Patient01191_Plane3_4_of_4.png,0.101010101
Patient01195_Plane3_2_of_3.png,0.110864745
Patient01196_Plane3_1_of_5.png,0.103305785
Patient01197_Plane3_3_of_3.png,0.189393939
Patient01199_Plane3_2_of_2.png,0.107983198
Patient01202_Plane3_3_of_7.png,0.122850123
Patient01202_Plane3_4_of_7.png,0.113636364
Patient01202_Plane3_5_of_7.png,0.113636364
Patient01203_Plane3_2_of_3.png,0.189393939
Patient01207_Plane3_1_of_4.png,0.162337662
Patient01207_Plane3_4_of_4.png,0.162337662
Patient01209_Plane3_2_of_7.png,0.126262626
Patient01209_Plane3_7_of_7.png,0.137741047
Patient01211_Plane3_6_of_6.png,0.096711799
Patient01212_Plane3_1_of_4.png,0.110864745
Patient01213_Plane3_1_of_8.png,0.092764378
Patient01213_Plane3_2_of_8.png,0.092764378
Patient01213_Plane3_8_of_8.png,0.108225108
Patient01217_Plane3_2_of_2.png,0.107983198
Patient01220_Plane3_1_of_2.png,0.101016223
Patient01222_Plane3_2_of_8.png,0.085763293
Patient01222_Plane3_5_of_8.png,0.098814229
Patient01222_Plane3_6_of_8.png,0.098814229
Patient01222_Plane3_7_of_8.png,0.103305785
Patient01222_Plane3_8_of_8.png,0.103305785
Patient01223_Plane3_2_of_4.png,0.098814229
Patient01223_Plane3_4_of_4.png,0.098814229
Patient01224_Plane3_4_of_4.png,0.12987013
Patient01225_Plane3_3_of_4.png,0.098814229
Patient01227_Plane3_2_of_4.png,0.119617225
Patient01228_Plane3_1_of_2.png,0.142045455
Patient01229_Plane3_1_of_4.png,0.108225108
Patient01230_Plane3_2_of_5.png,0.113636364
Patient01232_Plane3_1_of_4.png,0.174825175
Patient01234_Plane3_2_of_6.png,0.122850123
Patient01234_Plane3_6_of_6.png,0.110864745
Patient01235_Plane3_2_of_3.png,0.101010101
Patient01235_Plane3_3_of_3.png,0.101010101
Patient01237_Plane3_2_of_2.png,0.096711799
Patient01238_Plane3_2_of_3.png,0.108225108
Patient01239_Plane3_4_of_6.png,0.108225108
Patient01239_Plane3_6_of_6.png,0.103305785
Patient01240_Plane3_2_of_3.png,0.162337662
Patient01241_Plane3_2_of_2.png,0.174825175
Patient01245_Plane3_2_of_2.png,0.168350168
Patient01254_Plane3_1_of_5.png,0.103305785
Patient01254_Plane3_5_of_5.png,0.098814229
Patient01255_Plane3_3_of_3.png,0.162337662
Patient01256_Plane3_1_of_4.png,0.103305785
Patient01257_Plane3_2_of_2.png,0.12195122
Patient01262_Plane3_3_of_4.png,0.12987013
Patient01265_Plane3_3_of_3.png,0.181818182
Patient01266_Plane3_2_of_2.png,0.181818182
Patient01267_Plane3_3_of_4.png,0.12987013
Patient01271_Plane3_11_of_15.png,0.116550117
Patient01271_Plane3_2_of_15.png,0.12987013
Patient01271_Plane3_6_of_15.png,0.12987013
Patient01274_Plane3_1_of_4.png,0.181818182
Patient01275_Plane3_2_of_7.png,0.137741047
Patient01280_Plane3_4_of_5.png,0.126262626
Patient01291_Plane3_2_of_2.png,0.119617225
Patient01293_Plane3_1_of_6.png,0.098814229
Patient01293_Plane3_6_of_6.png,0.108225108
Patient01296_Plane3_1_of_5.png,0.116550117
Patient01296_Plane3_2_of_5.png,0.116550117
Patient01297_Plane3_4_of_4.png,0.197628458
Patient01298_Plane3_2_of_9.png,0.110864745
Patient01298_Plane3_3_of_9.png,0.110864745
Patient01298_Plane3_4_of_9.png,0.110864745
Patient01299_Plane3_2_of_4.png,0.098814229
Patient01300_Plane3_2_of_6.png,0.126262626
Patient01300_Plane3_3_of_6.png,0.119617225
Patient01301_Plane3_2_of_7.png,0.101010101
Patient01301_Plane3_7_of_7.png,0.126262626
Patient01303_Plane3_1_of_3.png,0.162337662
Patient01303_Plane3_3_of_3.png,0.162337662
Patient01304_Plane3_3_of_6.png,0.108225108
Patient01304_Plane3_5_of_6.png,0.092764378
Patient01304_Plane3_6_of_6.png,0.101010101
Patient01306_Plane3_2_of_4.png,0.252525253
Patient01310_Plane3_3_of_5.png,0.096711799
Patient01310_Plane3_5_of_5.png,0.098814229
Patient01312_Plane3_3_of_3.png,0.090909091
Patient01317_Plane3_1_of_2.png,0.23923445
Patient01317_Plane3_2_of_2.png,0.233100233
Patient01318_Plane3_2_of_3.png,0.122850123
Patient01320_Plane3_2_of_2.png,0.162337662
Patient01322_Plane3_1_of_4.png,0.103305785
Patient01323_Plane3_2_of_8.png,0.108225108
Patient01323_Plane3_8_of_8.png,0.101010101
Patient01325_Plane3_2_of_3.png,0.090909091
Patient01331_Plane3_2_of_3.png,0.094894667
Patient01333_Plane3_1_of_2.png,0.162337662
Patient01335_Plane3_1_of_1.png,0.168350168
Patient01341_Plane3_2_of_2.png,0.181818182
Patient01345_Plane3_5_of_5.png,0.110864745
Patient01347_Plane3_3_of_4.png,0.089472648
Patient01349_Plane3_3_of_3.png,0.104384134
Patient01350_Plane3_1_of_1.png,0.137741047
Patient01351_Plane3_2_of_3.png,0.108225108
Patient01353_Plane3_3_of_3.png,0.101010101
Patient01354_Plane3_2_of_5.png,0.116550117
Patient01354_Plane3_4_of_5.png,0.156739812
Patient01357_Plane3_1_of_1.png,0.142045455
Patient01363_Plane3_3_of_7.png,0.108225108
Patient01363_Plane3_4_of_7.png,0.108225108
Patient01372_Plane3_1_of_8.png,0.110864745
Patient01372_Plane3_5_of_8.png,0.12987013
Patient01372_Plane3_8_of_8.png,0.12987013
Patient01373_Plane3_2_of_2.png,0.105529759
Patient01374_Plane3_2_of_2.png,0.098039216
Patient01375_Plane3_1_of_1.png,0.096711799
Patient01377_Plane3_2_of_2.png,0.126262626
Patient01380_Plane3_2_of_2.png,0.119617225
Patient01381_Plane3_1_of_2.png,0.162337662
Patient01385_Plane3_1_of_2.png,0.181818182
Patient01388_Plane3_3_of_3.png,0.119617225
Patient01392_Plane3_1_of_2.png,0.162337662
Patient01394_Plane3_2_of_3.png,0.156739812
Patient01397_Plane3_1_of_3.png,0.162337662
Patient01399_Plane3_1_of_2.png,0.189393939
Patient01400_Plane3_3_of_3.png,0.119617225
Patient01402_Plane3_3_of_3.png,0.122850123
Patient01404_Plane3_2_of_2.png,0.23923445
Patient01406_Plane3_1_of_3.png,0.216450216
Patient01406_Plane3_2_of_3.png,0.216450216
Patient01407_Plane3_1_of_2.png,0.101010101
Patient01408_Plane3_3_of_9.png,0.142045455
Patient01408_Plane3_5_of_9.png,0.156739812
Patient01408_Plane3_6_of_9.png,0.156739812
Patient01408_Plane3_9_of_9.png,0.151515152
Patient01409_Plane3_4_of_4.png,0.151515152
Patient01413_Plane3_2_of_4.png,0.110864745
Patient01413_Plane3_3_of_4.png,0.110864745
Patient01421_Plane3_2_of_2.png,0.116550117
Patient01424_Plane3_3_of_3.png,0.100200401
Patient01426_Plane3_4_of_4.png,0.160590975
Patient01427_Plane3_1_of_4.png,0.113636364
Patient01427_Plane3_2_of_4.png,0.113636364
Patient01427_Plane3_4_of_4.png,0.113636364
Patient01428_Plane3_1_of_3.png,0.189393939
Patient01428_Plane3_2_of_3.png,0.189393939
Patient01434_Plane3_4_of_6.png,0.110864745
Patient01438_Plane3_2_of_3.png,0.110864745
Patient01442_Plane3_2_of_3.png,0.122850123
Patient01443_Plane3_2_of_2.png,0.20661157
Patient01445_Plane3_1_of_4.png,0.119617225
Patient01446_Plane3_3_of_3.png,0.097860764
Patient01447_Plane3_1_of_1.png,0.103305785
Patient01449_Plane3_2_of_2.png,0.145651572
Patient01451_Plane3_3_of_3.png,0.164815242
Patient01453_Plane3_3_of_4.png,0.119617225
Patient01454_Plane3_1_of_2.png,0.181818182
Patient01456_Plane3_2_of_3.png,0.151515152
Patient01461_Plane3_1_of_3.png,0.154083205
Patient01461_Plane3_2_of_3.png,0.162337662
Patient01462_Plane3_2_of_4.png,0.103305785
Patient01464_Plane3_1_of_2.png,0.108225108
Patient01468_Plane3_2_of_4.png,0.101010101
Patient01468_Plane3_4_of_4.png,0.101010101
Patient01470_Plane3_1_of_2.png,0.197628458
Patient01473_Plane3_3_of_4.png,0.103305785
Patient01477_Plane3_3_of_5.png,0.110864745
Patient01478_Plane3_10_of_12.png,0.12987013
Patient01478_Plane3_12_of_12.png,0.151515152
Patient01478_Plane3_2_of_12.png,0.12987013
Patient01478_Plane3_5_of_12.png,0.151515152
Patient01479_Plane3_1_of_1.png,0.13368984
Patient01480_Plane3_4_of_6.png,0.20661157
Patient01480_Plane3_6_of_6.png,0.20661157
Patient01481_Plane3_3_of_4.png,0.089472648
Patient01485_Plane3_2_of_4.png,0.102585146
Patient01485_Plane3_3_of_4.png,0.122804863
Patient01486_Plane3_1_of_3.png,0.104384134
Patient01489_Plane3_1_of_2.png,0.181818182
Patient01491_Plane3_3_of_5.png,0.113636364
Patient01493_Plane3_3_of_5.png,0.156739812
Patient01494_Plane3_3_of_4.png,0.162337662
Patient01497_Plane3_2_of_3.png,0.23923445
Patient01499_Plane3_3_of_4.png,0.12987013
Patient01505_Plane3_2_of_3.png,0.119617225
Patient01506_Plane3_2_of_2.png,0.113636364
Patient01508_Plane3_1_of_2.png,0.20661157
Patient01515_Plane3_3_of_3.png,0.137741047
Patient01516_Plane3_2_of_3.png,0.105708245
Patient01519_Plane3_1_of_1.png,0.20661157
Patient01521_Plane3_1_of_2.png,0.142045455
Patient01521_Plane3_2_of_2.png,0.142045455
Patient01523_Plane3_1_of_4.png,0.098814229
Patient01525_Plane3_3_of_3.png,0.110864745
Patient01527_Plane3_3_of_3.png,0.181818182
Patient01530_Plane3_1_of_2.png,0.13368984
Patient01531_Plane3_2_of_7.png,0.101010101
Patient01533_Plane3_2_of_4.png,0.156739812
Patient01533_Plane3_3_of_4.png,0.156739812
Patient01535_Plane3_2_of_3.png,0.116550117
Patient01536_Plane3_1_of_3.png,0.168350168
Patient01536_Plane3_2_of_3.png,0.197628458
Patient01537_Plane3_3_of_9.png,0.113636364
Patient01539_Plane3_2_of_5.png,0.13368984
Patient01541_Plane3_1_of_2.png,0.23923445
Patient01544_Plane3_1_of_2.png,0.108225108
Patient01545_Plane3_1_of_2.png,0.097860764
Patient01546_Plane3_3_of_3.png,0.137741047
Patient01549_Plane3_2_of_2.png,0.118171183
Patient01550_Plane3_1_of_3.png,0.168350168
Patient01550_Plane3_2_of_3.png,0.168350168
Patient01551_Plane3_3_of_4.png,0.252525253
Patient01552_Plane3_2_of_2.png,0.189393939
Patient01553_Plane3_1_of_7.png,0.096711799
Patient01553_Plane3_2_of_7.png,0.096711799
Patient01557_Plane3_2_of_4.png,0.098814229
Patient01558_Plane3_2_of_5.png,0.156739812
Patient01558_Plane3_4_of_5.png,0.113636364
Patient01559_Plane3_1_of_2.png,0.105708245
Patient01560_Plane3_2_of_4.png,0.168350168
Patient01563_Plane3_2_of_3.png,0.108225108
Patient01564_Plane3_1_of_2.png,0.098814229
Patient01565_Plane3_2_of_4.png,0.151515152
Patient01565_Plane3_3_of_4.png,0.146627566
Patient01566_Plane3_2_of_3.png,0.097389949
Patient01577_Plane3_2_of_2.png,0.189393939
Patient01580_Plane3_3_of_3.png,0.119617225
